	0	1	3	7	9	11	13	15	
0	-289383.078125	-147863.46875	-67930.859375	-26874	-8423.640625	-1662.53125	64.578125	240.9375	237
0	172315.1015625	87975.1484375	40443.0703125	16089.6171875	5176.5390625	1186.5859375	153.5078125	-7.9453125	-64
0	86115.93359375	44388.33203125	20641.79296875	8338.19140625	2751.90234375	674.80078125	121.26171875	33.16015625	14
0	-67616.3515625	-34623.3359375	-15931.1953125	-6293.6796875	-1939.5390625	-326.5234375	104.6171875	176.1328125	193
0	186385.359375	94804.75	43411.140625	17222.28125	5573.921875	1365.8125	307.703125	165.34375	116
0	97844.40625	51262.90625	24286.90625	10028.40625	3403.40625	875.90625	201.90625	173.40625	244
0	-439843.66015625	-223033.77734375	-101594.08203125	-39836.44921875	-12420.25390625	-2533.37109375	-73.17578125	172.45703125	204
0	-318927.8671875	-162728.9609375	-74685.4296875	-29564.2734375	-9329.4921875	-1906.0859375	55.9453125	417.6015625	555
0	-598190.47265625	-306885.82421875	-141727.11328125	-56525.46484375	-18051.50390625	-3882.35546875	-248.64453125	118.50390625	101
0	-289739.45703125	-149017.62109375	-69006.97265625	-27589.63671875	-8809.23828125	-1861.90234375	-87.25390625	40.58203125	-20
0	-78022.25	-41820.984375	-20232.46875	-8449.953125	-2782.6875	-545.921875	49.09375	5.109375	-131
0	-272994.22265625	-140945.43359375	-65537.33203125	-26302.29296875	-8400.19140625	-1715.40234375	46.19921875	260.23828125	266
0	154562.58984375	79092.31640625	36469.85546875	14586.83203125	4763.37109375	1171.09765625	256.13671875	162.11328125	165
0	58635.58984375	29944.92578125	13818.32421875	5577.66015625	1897.30859375	565.14453125	243.54296875	230.37890625	235
0	-57100.25	-29404.515625	-13615.53125	-5413.046875	-1672.8125	-272.578125	101.90625	150.890625	152
0	-239864.06640625	-121829.46484375	-55582.05078125	-21821.19921875	-6797.78515625	-1355.18359375	29.73046875	205.58203125	235
0	183291.43359375	94309.14453125	43737.41796875	17574.12890625	5717.65234375	1327.86328125	187.13671875	61.34765625	66
0	-135200.75	-69636.578125	-32269.15625	-12873.234375	-4051.5625	-776.890625	66.03125	138.453125	120
0	2239.69921875	1373.95703125	783.27734375	417.78515625	218.10546875	126.36328125	97.18359375	108.69140625	132
0	128255.84375	65744.4375	30394.03125	12197.125	3990.21875	961.8125	160.40625	2.5	-77
0	349573.96484375	179697.48828125	83251.57421875	33406.09765625	10835.43359375	2479.45703125	304.54296875	64.56640625	74
0	-179363.26953125	-92590.54296875	-43049.75390625	-17282.27734375	-5530.98828125	-1149.26171875	-9.97265625	85.50390625	47
0	-626504.6484375	-322595.3046875	-149608.3359375	-59936.7421875	-19190.5234375	-4040.6796875	-63.2109375	416.8828125	429
0	217985.7890625	111996.8984375	51870.8828125	20827.4921875	6785.4765625	1588.5859375	231.5703125	86.1796875	106
0	-260406.0234375	-133308.9296875	-61389.7109375	-24366.3671875	-7677.8984375	-1528.3046875	69.4140625	249.2578125	242
0	-10065.359375	-5205.015625	-2380.421875	-895.078125	-222.484375	13.859375	60.453125	53.796875	48
0	364418.71484375	186561.08203125	86024.01171875	34334.87890625	11085.55859375	2569.42578125	418.35546875	239.72265625	269
0	-906913.50390625	-465874.57421875	-215502.08203125	-86138.65234375	-27610.41015625	-6005.98046875	-455.48828125	90.44140625	47
0	225564.61328125	115854.74609375	53676.06640625	21581.19921875	7056.26953125	1675.90234375	258.22265625	19.85546875	-79
0	-87236.46875	-44844.953125	-20744.6875	-8270.921875	-2614.90625	-521.890625	10.875	36.140625	2
0	-24122.98828125	-12274.21484375	-5591.12890625	-2164.85546875	-628.01953125	-65.74609375	73.33984375	66.11328125	41
0	-158652.53515625	-81747.23046875	-37938.86328125	-15204.05859375	-4854.94140625	-990.13671875	54.23046875	253.53515625	327
0	94075.55859375	48162.30078125	22223.10546875	8897.34765625	2908.90234375	711.14453125	131.94921875	18.69140625	-32
0	9626.83984375	3797.41015625	1169.29296875	226.61328125	25.99609375	55.56640625	93.94921875	69.26953125	17
0	213237.8515625	109349.7890625	50533.8515625	20257.5390625	6635.3515625	1660.7890625	438.3515625	415.5390625	508
0	927673.171875	475923.5625	219948.453125	87978.59375	28418.734375	6485.625	846.015625	254.65625	269
0	546669.78515625	278868.16796875	128002.98828125	50780.87109375	16243.94140625	3676.82421875	513.64453125	245.02734375	303
0	185294.73046875	96478.59765625	45387.77734375	18569.64453125	6202.07421875	1530.44140625	304.62109375	215.98828125	269
0	-162917.46875	-84725.453125	-39735.6875	-16119.421875	-5231.90625	-1118.390625	-20.125	119.640625	129
0	-492797.171875	-251892.390625	-115825.359375	-45936.578125	-14528.546875	-3013.765625	-62.734375	248.046875	242
0	-49186.29296875	-25333.42578125	-11725.62109375	-4642.00390625	-1404.19921875	-195.33203125	120.97265625	181.58984375	223
0	230513.3203125	118984.7109375	55394.9765625	22369.3671875	7332.1328125	1728.5234375	246.7890625	40.1796875	8
0	-295461.21875	-152170.59375	-70570.46875	-28254.84375	-9029.71875	-1905.09375	-86.96875	30.65625	-45
0	428204.125	217945.25	99807.375	39506.5	12614.625	2847.75	353.875	1	-107
0	154464.1796875	78989.1953125	36388.8359375	14525.3515625	4709.9921875	1117.0078125	197.6484375	94.1640625	86
