	1	3	5	7	9	11	13	15	17	19	
0	116	394.259765625	186.21875	183.021484375	181.55859375	240.470703125	318.8984375	35.2324218749998	1935.86328125	21663.931640625	108418.078125
0	134	45.93798828125	104.48974609375	77.64697265625	77.47998046875	63.62158203125	68.39208984375	216.42431640625	-1026.21142578125	-11938.3823242188	-57530.7680664063
0	194	22.4306640625	61.3076171875	60.6767578125	105.9287109375	135.5791015625	92.5185546875	132.2626953125	-529.7978515625	-7550.1474609375	-39585.8955078125
0	136	83.916015625	70.0625	92.115234375	79.96484375	91.251953125	126.1171875	101.951171875	498.14453125	4180.837890625	19917.6718750001
0	210	214.974609375	108.392578125	124.451171875	170.494140625	144.615234375	191.158203125	362.216796875	-630.865234375	-7891.994140625	-34356.826171875
0	230	87.021484375	196.072265625	143.076171875	206.439453125	243.318359375	86.119140625	120.998046875	-419.638671875	-9918.634765625	-58057.583984375
0	100	48.3212890625	90.8779296875	64.4892578125	134.7333984375	376.3134765625	335.3076171875	-159.5810546875	2085.2255859375	20003.4306640625	86959.1123046875
0	60	120.55126953125	18.53662109375	46.31494140625	29.48779296875	84.71923828125	136.36083984375	-52.4233398437499	2192.96826171875	21099.6997070312	99184.1225585937
0	179	193.1669921875	110.0927734375	296.6982421875	142.1708984375	102.5732421875	246.3427734375	-243.2080078125	3183.6083984375	39235.3544921875	197904.967773438
0	141	311.09033203125	54.25537109375	164.30712890625	138.59716796875	115.53955078125	224.23583984375	-67.3999023437501	1824.98388671875	24240.3012695312	127201.653808594
0	224	287.439453125	33.88671875	185.583984375	136.515625	38.416015625	226.01953125	174.310546875	685.7734375	13005.642578125	78563.15234375
0	260	370.6025390625	138.2998046875	298.4267578125	217.1865234375	105.9072265625	225.2919921875	42.6689453125002	2060.2412109375	25032.3369140625	131289.659179688
0	193	136.783203125	112.40234375	134.552734375	196.28125	177.384765625	133.66015625	250.154296875	-507.5859375	-8010.263671875	-39815.58203125
0	144	94.61572265625	235.47802734375	197.41455078125	133.63623046875	119.16650390625	153.71630859375	279.05908203125	-292.09423828125	-6138.72021484375	-31788.6079101562
0	80	85.44873046875	40.80322265625	88.08349609375	96.09423828125	99.57763671875	138.08837890625	104.36865234375	511.22314453125	5085.89404296875	26100.9360351562
0	117	-45.5	181.76171875	109.2109375	14.56640625	127.546875	177.37109375	36.2578124999999	838.92578125	5958.09375	21215.98046875
0	62	176.77880859375	132.81103515625	39.70654296875	106.84814453125	125.30615234375	55.46337890625	164.14013671875	-757.78076171875	-10566.2290039063	-53792.3217773438
0	212	287.84619140625	163.23974609375	225.39501953125	193.08544921875	149.39697265625	194.60302734375	69.53955078125	1014.47998046875	12128.5102539063	63494.4038085937
0	89	133.46435546875	141.04931640625	136.87255859375	142.33251953125	126.76513671875	81.81884765625	65.32958984375	167.69580078125	353.75341796875	133.150878906235
0	72	-104.19482421875	206.97998046875	122.40087890625	42.52880859375	77.88720703125	119.93701171875	276.45166015625	-1287.60791015625	-16062.7182617187	-81419.9184570313
0	119	-142.64697265625	251.00244140625	176.29638671875	193.80517578125	187.28662109375	26.31103515625	318.38623046875	-2178.41748046875	-29911.3422851562	-156086.317871094
0	84	286.75830078125	74.47216796875	135.15087890625	93.00537109375	51.30908203125	162.27294921875	13.4204101562501	1287.46240234375	17152.6723632813	91840.7612304688
0	216	626.3837890625	39.6474609375	282.8408203125	182.3232421875	79.5791015625	369.9677734375	-85.5263671875001	4478.4560546875	55351.3994140625	288301.663085937
0	243	-88.14453125	194.359375	227.48828125	249.2109375	207.99609375	55.3125	222.12890625	-1300.5859375	-18857.36328125	-99579.734375
0	105	507.49951171875	132.15087890625	65.57177734375	60.44189453125	125.87841796875	276.31103515625	53.85693359375	1949.19580078125	22845.9448242188	117613.533691406
0	51	-50.83349609375	251.61279296875	261.58642578125	146.56396484375	86.83447265625	61.12451171875	92.72314453125	-260.89306640625	-4391.93505859375	-24316.6762695313
0	53	-84.82568359375	222.74169921875	153.21142578125	134.77880859375	93.45166015625	44.17529296875	454.45751953125	-1920.50634765625	-27032.2084960937	-137663.703613281
0	257	382.60400390625	20.16162109375	378.26220703125	199.17919921875	93.49853515625	323.99365234375	-459.99951171875	5159.29248046875	66094.4555664063	338520.763183594
0	100	-260.9765625	404.50390625	224.796875	39.12109375	87.6953125	131.23828125	442.46875	-2390.39453125	-30908.1328125	-159533.02734375
0	31	85.216796875	31.759765625	57.505859375	50.548828125	64.732421875	119.150390625	35.646484375	502.314453125	6550.998046875	34636.791015625
0	42	117.365234375	76.271484375	44.318359375	47.005859375	80.583984375	120.052734375	93.162109375	172.412109375	1737.052734375	9357.083984375
0	132	171.029296875	17.638671875	137.201171875	119.591796875	46.435546875	77.107421875	-7.267578125	1434.185546875	15570.091796875	78930.826171875
0	97	38.90966796875	49.69189453125	44.82177734375	84.24462890625	113.34326171875	120.56298828125	174.53662109375	-544.29052734375	-6602.53564453125	-31948.2534179688
0	67	294.337890625	45.59375	93.974609375	85.43359375	10.673828125	115.8984375	137.560546875	427.11328125	7531.759765625	46797.203125
0	209	125.25244140625	89.00732421875	120.69580078125	229.57568359375	217.71728515625	149.12841796875	371.37939453125	-419.27197265625	-10578.2553710938	-55887.5629882813
0	338	-37.73486328125	390.07666015625	194.18896484375	352.37548828125	351.84716796875	86.62744140625	876.42724609375	-4903.97998046875	-66095.8833007813	-337439.259277344
0	85	269.2099609375	24.7099609375	150.7021484375	364.7802734375	179.9130859375	15.4443359375	433.0927734375	-1546.0478515625	-20087.5087890625	-93196.4462890626
0	196	-106.62939453125	360.48486328125	152.85302734375	99.01416015625	196.94482421875	90.18408203125	307.45849609375	-1559.19287109375	-25562.7934570313	-140821.304199219
0	62	300.59716796875	20.04541015625	193.10693359375	166.83642578125	21.22607421875	84.08056640625	-48.60791015625	1602.21533203125	21197.0424804687	114148.678222656
